tx_count,risk_score,tag_count,avg_value,balance_eth,predicted_label,confidence,timestamp,address,chain
5000,0.3,0,0.0,0.0,bridge,0.47614216804504395,2026-03-16T11:16:53.252894,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,eth
0,0.0,0,3.958581219091108e+17,0.0,bridge,0.5763534903526306,2026-03-16T11:52:09.824075,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
33,0.0,0,1.1995700663912448e+16,0.0,bridge,0.5800951719284058,2026-03-16T11:52:36.965142,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
0,0.0,0,3.958581219091108e+17,0.0,bridge,0.5763534903526306,2026-03-16T11:53:53.225321,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
33,0.0,0,1.1995700663912448e+16,0.0,bridge,0.5800951719284058,2026-03-16T11:54:20.532013,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
33,0.0,0,1.1995700663912448e+16,0.0,bridge,0.5800951719284058,2026-03-16T11:54:38.085642,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
33,0.0,0,1.1995700663912448e+16,0.0,bridge,0.5800951719284058,2026-03-16T11:55:10.102023,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
33,0.0,0,1.1995700663912448e+16,0.0,bridge,0.5800951719284058,2026-03-16T11:57:10.385019,0x00672d849cb4be99499bc5b713364bdf6994bfc6,eth
